,ROI,p,p_FDR,stat
39,rh_inferiortemporal,0.6539346065393461,0.9394333293943333,-0.8047785547785509
40,rh_isthmuscingulate,0.9357064293570643,0.9585285373901634,0.1219891219891096
41,rh_lateraloccipital,0.7241275872412759,0.9394333293943333,0.5215617715617711
42,rh_lateralorbitofrontal,0.5505449455054494,0.9394333293943333,1.1412198912198868
43,rh_lingual,0.8149185081491851,0.9439275250557135,0.37878787878788245
44,rh_medialorbitofrontal,0.19038096190380963,0.8303715083037152,2.21678321678322
45,rh_middletemporal,0.7785221477852214,0.9439275250557135,0.4720279720279663
46,rh_parahippocampal,0.40915908409159085,0.8303715083037152,-1.4450271950271905
47,rh_paracentral,0.06259374062593741,0.48409704484097044,-3.1734654234654265
48,rh_parsopercularis,0.7305269473052695,0.9394333293943333,0.5336052836052829
49,rh_parsorbitalis,0.39216078392160786,0.8303715083037152,1.146076146076151
50,rh_parstriangularis,0.43495650434956507,0.8303715083037152,-1.2064879564879512
51,rh_pericalcarine,0.06179382061793821,0.48409704484097044,3.5079642579642574
52,rh_postcentral,0.25917408259174085,0.8303715083037152,-1.777777777777768
53,rh_posteriorcingulate,0.9961003899610039,0.9961003899610039,-0.018065268065264206
54,rh_precentral,0.8083191680831917,0.9439275250557135,0.3475135975135828
55,rh_precuneus,0.0633936606339366,0.48409704484097044,-3.018648018648026
56,rh_rostralanteriorcingulate,0.624937506249375,0.9394333293943333,0.8663558663558639
57,rh_rostralmiddlefrontal,0.7381261873812619,0.9394333293943333,-0.533799533799538
58,rh_superiorfrontal,0.42475752424757524,0.8303715083037152,-1.5646853146853132
59,rh_superiorparietal,0.42055794420557946,0.8303715083037152,1.2810800310800303
60,rh_superiortemporal,0.9663033696630337,0.9779455789360821,0.09013209013208723
61,rh_supramarginal,0.0565943405659434,0.48409704484097044,2.715229215229215
62,rh_frontalpole,0.6735326467353264,0.9394333293943333,-0.8364413364413323
63,rh_temporalpole,0.053394660533946606,0.48409704484097044,-3.7694250194250216
64,rh_transversetemporal,0.052594740525947405,0.48409704484097044,3.6926961926961965
65,rh_insula,0.37036296370362964,0.8303715083037152,1.4586247086247113
66,LEFT-CEREBELLUM-CORTEX,0.6129387061293871,0.9394333293943333,-1.0508935508935444
67,LEFT-THALAMUS-PROPER,0.5545445455454454,0.9394333293943333,1.164918414918418
68,LEFT-CAUDATE,0.7221277872212779,0.9394333293943333,0.6175213675213627
69,LEFT-PUTAMEN,0.8639136086391361,0.9585285373901634,0.2804972804972863
70,LEFT-PALLIDUM,0.08819118088191182,0.49387061293870615,-3.3306138306138315
71,LEFT-HIPPOCAMPUS,0.7585241475852414,0.9439275250557135,-0.6227661227661301
72,LEFT-AMYGDALA,0.207979202079792,0.8303715083037152,-2.5431235431235493
73,LEFT-ACCUMBENS-AREA,0.40615938406159385,0.8303715083037152,-1.3315850815850823
74,LEFT-VENTRALDC,0.8919108089191081,0.9585285373901634,0.29176379176379186
75,RIGHT-CEREBELLUM-CORTEX,0.7287271272872713,0.9394333293943333,0.6365578865578883
76,RIGHT-THALAMUS-PROPER,0.5983401659834017,0.9394333293943333,1.1184926184926134
77,RIGHT-CAUDATE,0.6811318868113189,0.9394333293943333,-0.908896658896662
78,RIGHT-PUTAMEN,0.8417158284171583,0.9554612106356932,-0.41336441336441254
79,RIGHT-PALLIDUM,0.7175282471752825,0.9394333293943333,-0.6324786324786302
80,RIGHT-HIPPOCAMPUS,0.0365963403659634,0.48409704484097044,-3.587606837606838
81,RIGHT-AMYGDALA,0.30956904309569044,0.8303715083037152,1.8313908313908307
82,RIGHT-ACCUMBENS-AREA,0.27577242275772423,0.8303715083037152,-2.083333333333332
83,RIGHT-VENTRALDC,0.32456754324567544,0.8303715083037152,1.7843822843822856
